Title,ExperienceLevel,YearsOfExperience,Skills,Responsibilities,Keywords,relevance,query_id,JobID
AI Engineer - Fresher,Entry-Level,0–1 year,Python; Java; C++; R; Supervised/Unsupervised Learning; Regression; Classification; Clustering; TensorFlow; PyTorch; Keras; Scikit-learn; Neural Networks; OpenCV; NLTK; Pandas; NumPy; SQL; MongoDB,Support AI development; Create and test ML models; Perform data preprocessing and feature engineering; Collaborate with mentors,AI; ML; Fresher; Entry-Level; Python; Deep Learning; TensorFlow; PyTorch,1,Q3,ai003
AI Engineer - Fresher,Entry-Level,0–1 year,Python; Java; C++; R; Classification; Regression; Clustering; TensorFlow; PyTorch; Keras; Scikit-learn; Neural Networks; OpenCV; NLTK; Pandas; NumPy; SQL; MongoDB,Implement basic AI/ML models; Assist with data preprocessing and visualization; Participate in small projects or hackathons,AI; ML; Fresher; Entry-Level; Python; TensorFlow; PyTorch,1,Q3,ai004
AI Engineer - Fresher,Entry-Level,0–1 year,Python; Java; C++; R; Supervised/Unsupervised Learning; Regression; Classification; Clustering; TensorFlow; PyTorch; Keras; Scikit-learn; Neural Networks; OpenCV; NLTK; Pandas; NumPy; SQL; MongoDB,Assist in AI model development; Data cleaning; Implement basic neural networks; Collaborate on academic or hackathon projects,AI; ML; Fresher; Entry-Level; Python; TensorFlow; Deep Learning,1,Q3,ai005
AI Engineer - Fresher,Entry-Level,0–1 year,Python; Java; C++; R; Classification; Regression; Clustering; TensorFlow; PyTorch; Keras; Scikit-learn; Neural Networks; OpenCV; NLTK; Pandas; NumPy; SQL; MongoDB,Build and train basic AI models; Preprocess datasets; Implement feature engineering techniques; Collaborate in small teams,AI; ML; Fresher; Entry-Level; Python; TensorFlow; PyTorch,1,Q3,ai006
AI Engineer - Fresher,Entry-Level,0–1 year,Python; Java; C++; R; Supervised/Unsupervised Learning; Regression; Classification; Clustering; TensorFlow; PyTorch; Keras; Scikit-learn; Neural Networks; OpenCV; NLTK; Pandas; NumPy; SQL; MongoDB,Assist in developing AI pipelines; Train basic ML/DL models; Preprocess data; Participate in hackathons or academic projects,AI; ML; Fresher; Entry-Level; Python; TensorFlow; Deep Learning,1,Q3,ai007
AI Engineer - Fresher,Entry-Level,0–1 year,Python; Java; C++; R; Classification; Regression; Clustering; TensorFlow; PyTorch; Keras; Scikit-learn; Neural Networks; OpenCV; NLTK; Pandas; NumPy; SQL; MongoDB,"Implement and test ML/AI models; Clean and preprocess data; Contribute to academic, hobby, or hackathon projects",AI; ML; Fresher; Entry-Level; Python; TensorFlow; PyTorch,1,Q3,ai008
AI Engineer - Fresher,Entry-Level,0–1 year,Python; Java; C++; R; Supervised/Unsupervised Learning; Regression; Classification; Clustering; TensorFlow; PyTorch; Keras; Scikit-learn; Neural Networks; OpenCV; NLTK; Pandas; NumPy; SQL; MongoDB,Support development of AI projects; Preprocess datasets; Build basic ML/DL models; Participate in collaborative projects and hackathons,AI; ML; Fresher; Entry-Level; Python; TensorFlow; Deep Learning,1,Q3,ai009
AI Engineer - Experienced,Mid-Senior Level,3–6 years,Python; Java; C++; R; Deep Learning; Reinforcement Learning; NLP; Computer Vision; Generative AI; LLMs; TensorFlow; PyTorch; Scikit-learn; Hugging Face Transformers; ONNX; AWS; GCP; Azure; CI/CD; MLOps; Apache Spark; Hadoop; Docker; Kubernetes; Model Monitoring; SHAP; LIME,Architect and deploy scalable AI models; Optimize deep learning and NLP pipelines; Integrate AI solutions with cloud platforms; Lead AI projects,AI; ML; Mid-Senior Level; Deep Learning; NLP; Cloud; MLOps; TensorFlow; PyTorch,1,Q3,ai010
AI Engineer - Experienced,Senior-Level,4–7 years,Python; Java; C++; R; Deep Learning; NLP; Computer Vision; Generative AI; LLMs; TensorFlow; PyTorch; Scikit-learn; Hugging Face Transformers; ONNX; AWS; GCP; Azure; CI/CD; MLOps; Spark; Hadoop; Docker; Kubernetes; Model Monitoring; SHAP; LIME,"Design, implement, and deploy advanced AI solutions; Lead teams; Ensure cloud integration; Manage MLOps pipelines",AI; ML; Senior-Level; Deep Learning; NLP; Cloud; MLOps,1,Q3,ai011
AI Engineer - Experienced,Senior-Level,5+ years,Python; Java; C++; R; Deep Learning; NLP; Computer Vision; Reinforcement Learning; LLMs; TensorFlow; PyTorch; Keras; Scikit-learn; Hugging Face Transformers; AWS; GCP; Azure; CI/CD; Docker; Kubernetes; Spark; Hadoop; SHAP; LIME,Lead AI engineering projects; Deploy scalable deep learning models; Manage cloud-based AI platforms; Mentor junior AI engineers,AI; ML; Senior-Level; Deep Learning; NLP; Cloud; MLOps,1,Q3,ai012
AI Engineer - Experienced,Senior-Level,6+ years,Python; Java; C++; R; Deep Learning; NLP; Computer Vision; LLMs; Reinforcement Learning; TensorFlow; PyTorch; Scikit-learn; Hugging Face; ONNX; AWS; GCP; Azure; CI/CD; Docker; Kubernetes; Spark; Hadoop; SHAP; LIME,Architect AI/ML pipelines; Integrate models with cloud platforms; Optimize NLP and computer vision solutions; Lead cross-functional AI teams,AI; ML; Senior-Level; Deep Learning; NLP; Cloud; MLOps,1,Q3,ai013
AI Engineer - Experienced,Senior-Level,5–8 years,Python; Java; C++; R; Deep Learning; NLP; Computer Vision; Generative AI; LLMs; TensorFlow; PyTorch; Keras; Scikit-learn; Hugging Face; ONNX; AWS; GCP; Azure; Docker; Kubernetes; CI/CD; Hadoop; Spark; SHAP; LIME,Design and deploy production-grade AI solutions; Manage AI cloud platforms; Lead AI engineering teams; Implement MLOps practices; Ensure model explainability,AI; ML; Senior-Level; Deep Learning; NLP; Cloud; MLOps,1,Q3,ai014
AI Engineer - Experienced,Senior-Level,5+ years,Python; Java; C++; R; Deep Learning; NLP; Computer Vision; Reinforcement Learning; LLMs; TensorFlow; PyTorch; Keras; Scikit-learn; Hugging Face; AWS; GCP; Azure; Docker; Kubernetes; CI/CD; Spark; Hadoop; SHAP; LIME,Lead AI/ML projects; Implement scalable deep learning and NLP pipelines; Deploy models in cloud environments; Mentor junior engineers,AI; ML; Senior-Level; Deep Learning; NLP; Cloud; MLOps,1,Q3,ai015
AI Engineer - Experienced,Senior-Level,6+ years,Python; Java; C++; R; Deep Learning; NLP; Computer Vision; Generative AI; LLMs; TensorFlow; PyTorch; Keras; Scikit-learn; Hugging Face; ONNX; AWS; GCP; Azure; Docker; Kubernetes; CI/CD; Hadoop; Spark; SHAP; LIME,Architect AI pipelines; Optimize deep learning and NLP solutions; Manage cloud AI infrastructure; Lead cross-functional AI teams,AI; ML; Senior-Level; Deep Learning; NLP; Cloud; MLOps,1,Q3,ai016
AI Engineer - Experienced,Senior-Level,6+ years,Python; Java; C++; R; Deep Learning; NLP; Computer Vision; LLMs; Reinforcement Learning; TensorFlow; PyTorch; Keras; Scikit-learn; Hugging Face; AWS; GCP; Azure; Docker; Kubernetes; CI/CD; Spark; Hadoop; SHAP; LIME,Lead AI/ML initiatives; Deploy advanced deep learning models; Optimize pipelines; Mentor and guide AI teams,AI; ML; Senior-Level; Deep Learning; NLP; Cloud; MLOps,1,Q3,ai018
AI Engineer - Experienced,Senior-Level,5–9 years,Python; Java; C++; R; Deep Learning; NLP; Computer Vision; Generative AI; LLMs; TensorFlow; PyTorch; Keras; Scikit-learn; Hugging Face; ONNX; AWS; GCP; Azure; Docker; Kubernetes; CI/CD; Spark; Hadoop; SHAP; LIME,Manage large-scale AI projects; Implement predictive analytics solutions; Optimize ML/AI pipelines; Provide strategic business insights,AI; ML; Senior-Level; Deep Learning; NLP; Cloud; MLOps,1,Q3,ai019
AI Engineer - Experienced,Senior-Level,5+ years,Python; Java; C++; R; Deep Learning; NLP; Computer Vision; Reinforcement Learning; LLMs; TensorFlow; PyTorch; Keras; Scikit-learn; Hugging Face; ONNX; AWS; GCP; Azure; Docker; Kubernetes; CI/CD; Spark; Hadoop; SHAP; LIME,Lead AI/ML projects; Deploy and scale deep learning and NLP models; Optimize cloud pipelines; Mentor junior AI engineers and lead teams,AI; ML; Senior-Level; Deep Learning; NLP; Cloud; MLOps,1,Q3,ai020
AI Prompt Engineer,Fresher,0-1,Python basics; JavaScript basics; NLP basics; Hugging Face basics; SpaCy basics; NLTK basics; Prompt writing fundamentals; GPT models intro; TensorFlow basics; PyTorch basics; Critical thinking; Collaboration; Communication; Creativity,Write and test AI prompts; Assist NLP-related tasks; Collaborate with AI/data teams; Document prompt results; Support AI model evaluation and integration,Prompt Engineering; NLP; Python; TensorFlow; PyTorch; Hugging Face; GPT; AI Model Optimization,1,Q3,ai-f-008
AI Prompt Engineer,Fresher,0-1,Python basics; JavaScript basics; NLP basics; Hugging Face basics; SpaCy basics; NLTK basics; Prompt writing fundamentals; GPT models intro; TensorFlow basics; PyTorch basics; Critical thinking; Collaboration; Creativity; Communication,Assist in AI prompt creation and testing; Support NLP tasks; Collaborate with AI/data science teams; Document prompt outcomes; Help integrate prompts with AI models,Prompt Engineering; NLP; Python; TensorFlow; PyTorch; Hugging Face; GPT; AI Model Optimization,1,Q3,ai-f-010
AI Prompt Engineer,Experienced,3,Python; JavaScript; Advanced NLP; TensorFlow; PyTorch; Hugging Face; Prompt chain-of-thought; Iterative prompt optimization; OpenAI API; Azure Cognitive Services; Data analysis; Leadership; Collaboration; Problem-solving; Creativity,Develop and optimize AI prompts; Lead prompt engineering initiatives; Collaborate with AI/data teams; Design evaluation metrics for prompt quality; Document prompt optimization strategies; Mentor junior engineers,Prompt Optimization; LLM; Python; AI Frameworks; Model Fine-tuning,1,Q3,nan
AI Prompt Engineer,Experienced,3,Python; Advanced NLP; Hugging Face; PyTorch; TensorFlow; Prompt design optimization; Chain-of-thought prompting; OpenAI API; Azure Cognitive Services; Data analysis; Leadership; Collaboration; Problem-solving; Creativity; Critical thinking,"Design, test, and optimize AI prompts; Lead prompt engineering initiatives; Collaborate with AI teams; Document best practices; Mentor junior engineers; Analyze prompt performance metrics",Prompt Optimization; LLM; Python; AI Frameworks; Model Fine-tuning,1,Q3,nan
Lead ML/AI Engineer,Senior,6,"Python; R; Java; SQL; Scala; Advanced ML/DL: deep learning, reinforcement learning, NLP, computer vision, transfer learning; Frameworks: TensorFlow, PyTorch, Keras, Scikit-learn (advanced), ONNX; MLOps: CI/CD pipelines, monitoring, cloud deployment (AWS/GCP/Azure); Big data: Hadoop, Spark; Feature engineering, ETL pipelines",Oversee ML/AI projects end-to-end; Deploy scalable ML systems; Mentor teams and implement explainable AI; Collaborate with cross-functional stakeholders; Drive enterprise AI initiatives,Lead ML/AI Engineer; Python; R; Java; ML/DL; MLOps; Big Data; Cloud Deployment; Leadership,1,Q3,nan
